Volcano Name,Country,iso_alpha,Latitude,Longitude,VElevation,VType,VEI,Eruption_Year,Century,Deaths
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,1900s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,2000s,1
Yellowstone,United States,USA,44.43,-110.67,2805,Caldera,8,NA,2000s,1
Aoba,Vanuatu,VUT,-15.4,167.83,1496,Shield,2,1670,1600s,100
Aoba,Vanuatu,VUT,-15.4,167.83,1496,Shield,2,1870,1800s,100
Aoba,Vanuatu,VUT,-15.4,167.83,1496,Shield,2,1915,1900s,12
Ambrym,Vanuatu,VUT,-16.25,168.12,1334,Pyroclastic shield,3,1894,1800s,6
Ambrym,Vanuatu,VUT,-16.25,168.12,1334,Pyroclastic shield,3,1894,1800s,4
Ambrym,Vanuatu,VUT,-16.25,168.12,1334,Pyroclastic shield,3,1913,1900s,21
Yasur,Vanuatu,VUT,-19.53,169.442,361,Stratovolcano,3,1774,1900s,1
Yasur,Vanuatu,VUT,-19.53,169.442,361,Stratovolcano,3,1774,1900s,2
"Tair, Jebel at",Yemen,YEM,15.55,41.83,244,Stratovolcano,3,2007,2000s,4
